発売日,メーカー,タイトル,⭐クロスレビュー(評価),容量(bit),ジャンル,価格,価格帯,カウント,メモリ(S-RAM)(Kbit),👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
1996-01-26,データム・ポリスター,MADARASAGA幼稚園戦記まだら,-,7,RPG,"￥9,800","￥10,000代",0,64,,,,,,,,
1996-01-26,ケイエスエス,無人島物語,-,7,SLG,"￥12,800","￥13,000代",0,256,,下瀬貴祐,小林眞,佐藤茂夫,佐藤智志,勝部真琴,高野秀夫,
1996-01-26,光栄,信長の野望天翔記,-,9,SLG,"￥12,800","￥13,000代",0,256,,,,,,,,
1996-01-26,バンプレスト,スーパー野球道,-,6,SPT,"￥12,800","￥13,000代",0,256,,,,,,,,
1996-01-26,カロッツェリアジャパン,平成軍人将棋,-,2,TBL,"￥9,800","￥10,000代",0,0,,,,,,,,
1996-01-26,ヘクト,囲碁倶楽部,-,4,TBL,"￥12,800","￥13,000代",0,64,,,,,,,,
1996-01-31,アスキー,RPGツクール2,31,7,ETC,"￥12,800","￥13,000代",0,512,,,,,,,,
1996-02-02,バンプレスト,幕末降臨伝ONI,-,10,RPG,"￥12,800","￥13,000代",0,64,,,,,,,,
1996-02-09,コナミ,ときめきメモリアル伝説の樹の下で,-,10,SLG,"￥9,980","￥10,000代",0,64,,永田義明,,立石流牙|小倉雅史,Metal Yuhki|村井聖夜|莊司朗|Sanoppi|中村地獄車,五十嵐孝司,桐田富和,
1996-02-09,スクウェア,バハムートラグーン,-,10,SLG,"￥11,400","￥11,500代",47,64,,野島一成,村上和久|小野宏史,佐々木等,松枝賀子,鳥山求,野村匡,
1996-02-09,魔法,将棋最強Ⅱ実戦対局編,-,2,TBL,"￥10,800","￥11,000代",0,64,,,,,,,,
1996-02-16,アトラス,プロ棋士人生シミュレーション将棋の花道,-,4,TBL,"￥12,800","￥13,000代",0,256,,,,,,,,
1996-02-23,スクウェア,ガンハザード,-,9,ACT,"￥11,400","￥11,500代",0,64,,鈴木英夫,鈴木英夫,天野喜孝,植松伸夫|光田康典|仲野順也|濱渦正志,,前田靖幸|橋本真司,
1996-02-23,アスク講談社,バトルテック3050,-,6,SHT,"￥9,800","￥10,000代",0,0,,,,,,,,
1996-02-23,ハドソン,鬼神童子ZENKI天地鳴動,-,7,TBL,"￥9,980","￥10,000代",0,0,,,,,,,,
1996-02-29,コナミ,実況パワフルプロ野球3,30,9,SPT,"￥7,500","￥7,500代",0,64,,,,,,,,
1996-02-29,ナムコ,スーパーファミスタ5,-,8,SPT,"￥6,980","￥7,000代",38,64,,,,岸本好弘|島本昌弘,堀込高樹,,,
1996-03-01,バンプレスト,晦-つきこもり-,-,10,ADV,"￥7,800","￥8,000代",0,64,,喜久川馨,五反田成高,喜久川馨|濱本浩志|中島まゆみ|朝桐三喜|岡山憲一|平田慎弥|藤田正美|矢野史子,堀口貴史,早川奈津子|古川猛|川上俊則|小嶋早紀子|大池叙子,飯島健男,
1996-03-01,ハドソン,鮫亀+キャラカセット(付属品BSMC-ZS5J-JPN),-,8,PZL,"￥8,980","￥9,000代",0,64,,,,,,,,
1996-03-01,アクレイムジャパン,レボリューションX,-,7,SHT,"￥11,800","￥12,000代",0,0,,,,,クリストファー・レナーツ,,アシーナ・ウィッカム|ロバート・M・ウィリアムズ・ジュニア,
1996-03-01,イマジニア,ドゥーム(DOOM),-,7,SHT,"￥12,800","￥13,000代",0,512,,,ジョン・D・カーマック|ジョン・ロメロ|デイブ・テイラー,ジョン・ロメロ|トム・ホール|サンディ・ピーターセン|エイドリアン・カーマック|ケヴィン・クラウド,ボビー・プリンス,,,
1996-03-01,バンダイ,機動戦士ZガンダムAwaytoTheNewtype,-,9,SLG,"￥11,800","￥12,000代",0,64,,,,,,,,
1996-03-01,アクレイムジャパン,NFLクォーターバッククラブ'96,-,9,SPT,"￥11,800","￥12,000代",0,16,,,,,,,,
1996-03-01,アクレイムジャパン,レッスルマニア・ジ・アーケードゲーム,-,9,SPT,"￥11,800","￥12,000代",0,0,,,,,,,,
1996-03-08,コンパイル,す～ぱ～ぷよぷよ通リミックス,-,7,PZL,"￥6,800","￥7,000代",0,0,,,,,,,,
1996-03-08,エンジェル,銀河戦国群雄伝ライ,-,7,SLG,"￥10,800","￥11,000代",0,64,,,,高鉾誠|寺岡賢司,和田薫,真鍋譲治,,
1996-03-08,サミー,実戦パチンコ必勝法!2,-,6,TBL,"￥7,800","￥8,000代",0,64,,,,,,,,
1996-03-09,任天堂,スーパーマリオRPG,32,10,RPG,"￥7,500","￥7,500代",147,256,,藤岡千尋|前川嘉彦,深谷文明|青山伸一|武藤竜|吉岡光生,太田顕喜|工藤太郎|松原啓介|松村靖|長谷部裕之|皆葉英夫|加藤清文|波多江由布子|倉島一幸|高橋伸也,下村陽子,,山内溥|宮本茂,
1996-03-15,アスキー,ダービースタリオン96,30,9,ETC,"￥12,800","￥13,000代",110,256,,,,,,,,
1996-03-15,BPS,峠・伝説最速バトル,-,9,RCG,"￥10,800","￥11,000代",0,64,,,,,,,,
1996-03-15,光栄,ブランディッシュ2エキスパート,-,9,RPG,"￥8,800","￥9,000代",0,256,,,,,,,,
1996-03-15,タイトー,カオスシード風水回廊記,-,8,SLG,"￥9,980","￥10,000代",0,64,,,小倉唯克,柏木准一|船戸明里,塩生康範|林克洋|中島享生,宮田正英,高田誠,
1996-03-21,任天堂,星のカービィスーパーデラックス,-,10,ACT,"￥7,500","￥7,500代",110,64,,桜井政博,,若山強|小澤和|竹下裕生|望月哲也,石川淳|宮川弾,,山内溥|岩田聡|宮本茂,
1996-03-22,ハドソン,ドレミファンタジーミロンのドキドキ大冒険,-,7,ACT,"￥6,800","￥7,000代",0,0,,三上由起子,小坂恭洋|永田淳夫|高島哲治,川田忠之|印南好司|水野祥司|吉見直人|佐藤梢[注釈 1],竹間淳,,藤原茂樹|澤口岳志,
1996-03-22,ユタカ,NEWヤッターマン難題かんだいヤジロベエ,-,6,ACT,"￥8,800","￥9,000代",0,0,,,,,,,,
1996-03-22,コナミ,実況競馬シミュレーションステイブルスター厩舎物語,-,10,ETC,"￥11,800","￥12,000代",0,256,,,,,,,,
1996-03-22,光栄,イースVエキスパート,-,9,RPG,"￥11,800","￥12,000代",0,64,,,,,,糸井賢,,
1996-03-22,バンプレスト,スーパーロボット大戦外伝魔装機神,-,9,SLG,"￥7,800","￥8,000代",0,256,,,,,,,,
1996-03-22,魔法,96全国高校サッカー選手権,-,6,SPT,"￥7,800","￥8,000代",0,64,,,,,,,,
1996-03-22,アスク講談社,林海峯九段の囲碁大道,-,6,TBL,"￥14,800","￥15,000代",0,512,,,,,,,,
1996-03-22,バップ,ギャンブル放浪記,-,4,TBL,"￥8,500","￥8,500代",0,0,,,,,,,,
1996-03-29,エンジェル,美少女戦士セーラームーンSuperS全員参加!!主役争奪戦,-,9,ACT,"￥7,980","￥8,000代",0,0,,,,,,,,
1996-03-29,カルチャーブレーン,忍たま乱太郎2,-,4,ACT,"￥7,800","￥8,000代",0,0,,,,,池頼広,浦沢義雄,,
1996-03-29,バンダイ,新機動戦記ガンダムWEndlessDuel,-,7,ACT,"￥7,500","￥7,500代",0,0,,,宮部寿保|小室裕達,谷口俊一|谷口俊一|鈴木邦夫,岩月博之|大橋春男,,牛村憲彦,
1996-03-29,バンダイ,ドラゴンボールZHyperDimension,-,9,ACT,"￥7,800","￥8,000代",0,64,,,,,高野充彦,,磯貝健夫|鈴木敏弘,
1996-03-29,バンダイ,マップ＆コレクション(SDガンダムGNEXT専用),-,2,ETC,"￥3,800","￥4,000代",0,0,,,,,,,,
1996-03-29,コナミ,それいけエビス丸からくり迷路,-,4,PZL,"￥5,800","￥6,000代",0,0,,,小川光章,,,,,
1996-03-29,イマジニア,GTレーシング,-,7,RCG,"￥10,800","￥11,000代",0,16,,,,,,,,
1996-03-29,光栄,アンジェリークヴォイス・ファンタジー,-,9,SLG,"￥9,800","￥10,000代",0,256,,,,,,,,
1996-03-29,ケイエスエス,美少女レスラー列伝ブリザードYuki乱入,-,8,SPT,"￥8,000","￥8,000代",0,64,,,,,,,,
1996-03-29,ヒューマン,スーパーファイヤープロレスリングXプレミアム,-,10,SPT,"￥8,000","￥8,000代",0,256,,山崎正通,三浦義広,山崎正通|田島弘喜|露崎尊幸|島崎洋一郎,志倉千代丸,,,
1996-03-29,ヒューマン,スーパーフォーメーションサッカー'96WCE,-,6,SPT,"￥7,500","￥7,500代",0,0,,,,,,,,
1996-03-29,日本テレネット,京楽・三洋・マルホンParlor!パーラー!5(パーラーパーラー5),-,6,TBL,"￥10,800","￥11,000代",0,64,,,,,,,,
1996-04-05,スクウェア,ルドラの秘宝,-,10,RPG,"￥8,000","￥8,000代",0,64,,井出康二,五藤聖高,雨宮慶太,笹井隆司,井出康二|河原勝吉|京念秀史,,
1996-04-05,サミー,実戦パチスロ必勝法!山佐伝説,-,4,TBL,"￥6,900","￥7,000代",0,64,,,,,,,,
1996-04-12,アスキー,音楽ツクールかなでーる,-,4,ETC,"￥9,980","￥10,000代",0,512,,,,,,,,
1996-04-12,エニックス,魔法陣グルグル2,-,9,RPG,"￥8,000","￥8,000代",0,64,,,,,,,,
1996-04-19,J・ウイング,蓬莱学園の冒険!転校生スクランブル,-,7,RPG,"￥7,980","￥8,000代",0,64,,,,,,,,
1996-04-26,カプコン,トイ・ストーリー,-,10,ACT,"￥7,500","￥7,500代",0,0,,,,,ランディ・ニューマン,ジョス・ウィードン|アンドリュー・スタントン|ジョエル・コーエン|アレック・ソコロウ,,
1996-04-26,ハドソン,スーパーボンバーマン4,-,7,ACT,"￥7,777","￥8,000代",36,0,,藤原伸介|今田真二,すみたたけお,平井隆之|水野祥司|吉見直人,竹間淳|福田裕彦(編曲)|星恵太(2曲),,小崎整,
1996-04-26,ナグザット,Jumpin'Derby(ジャンピンダービー),-,7,ETC,"￥9,800","￥10,000代",0,256,,,,,,,,
1996-04-26,日本物産,スーパー競艇2,-,4,ETC,"￥8,500","￥8,500代",0,64,,,,,,,,
1996-04-26,POW,一発逆転!!競馬・競輪・競艇,-,4,ETC,"￥9,800","￥10,000代",0,64,,,,,,,,
1996-04-26,エポック社,Jリーグエキサイトステージ'96,-,7,SPT,"￥7,980","￥8,000代",0,64,,,,,,,,
1996-04-26,ショウエイシステム,HEIWAパチンコワールド3,-,9,TBL,"￥7,800","￥8,000代",0,16,,,,,仲里幸広,,,
1996-04-26,日本テレネット,Parlor!Mini(パーラーミニ),-,4,TBL,"￥4,900","￥5,000代",0,0,,,,,,,,
1996-05-14,任天堂,ファイアーエムブレム聖戦の系譜,-,10,SLG,"￥7,500","￥7,500代",43,64,,,,,,加賀昭三,,
1996-05-24,バンプレスト,すーぱーぐっすんおよよ2,-,7,PZL,"￥7,800","￥8,000代",0,16,,,,,冷牟田卓志,,,
1996-05-24,スクウェア,トレジャーハンターG,-,9,RPG,"￥7,900","￥8,000代",0,64,,米光一成,山藤武志|平健次郎|阿部真一,米光一成|牛久宏治,岩田匡治|迫田敏明|崎元仁|他,米光一成,,
1996-05-24,パイオニアLDC,ごきんじょ冒険隊,-,9,RPG,"￥7,980","￥8,000代",0,16,,,,須藤真澄,,黒田洋介,,
1996-05-31,ユタカ,すぱぽーんDX,-,4,ACT,"￥5,800","￥6,000代",0,0,,,,,,,,
1996-05-31,アスキー,サウンドノベルツクール,-,9,ETC,"￥8,200","￥8,000代",0,512,,池田国人|高見大三郎,笹瑞穂|小嶋俊晴,今正史,有坂光弘,寺田憲史(サンプルゲーム),川村篤,
1996-05-31,エニックス,ダークハーフ,-,9,RPG,"￥8,000","￥8,000代",0,64,,西澤龍一|坂本慎一,,平田豊|大空真紀|木脇哲治,濱田智之,安田尚樹,渡辺泰仁,
1996-05-31,キングレコード,フィッシング甲子園,-,7,SPT,"￥9,800","￥10,000代",0,64,,,,,,,,
1996-06-01,ハドソン,Jリーグ'96ドリームスタジアム,-,8,SPT,"￥7,980","￥8,000代",0,512,,,,,,,,
1996-06-14,タカラ,アラビアンナイト砂漠の精霊王,-,9,RPG,"￥7,800","￥8,000代",0,64,,河西貴則|木村昭彦,河西貴則,川上俊則|久保聡宏,根本一郎|田村大輔|堀口貴史,早川奈津子,中野隆幸,
1996-06-14,アスキー,ベストショットプロゴルフ,-,10,SLG,"￥8,200","￥8,000代",0,64,,,,,,,,
1996-06-28,バンダイ,スーファミターボ専用SDウルトラバトルウルトラマン伝説,-,6,ACT,"￥3,980","￥4,000代",0,16,,,,,,,,
1996-06-28,バンダイ,スーファミターボ専用SDウルトラバトルセブン伝説,-,6,ACT,"￥3,980","￥4,000代",0,16,,,,,,,,
1996-06-28,バンダイ,スーファミターボ専用ぽいぽい忍者ワールド,-,6,ACT,"￥3,980","￥4,000代",0,64,,,,,,,,
1996-06-28,バンダイ,スーファミターボ,-,1,ETC,"￥3,980","￥4,000代",0,0,,,,,,,,
1996-06-28,カルチャーブレーン,パズル忍たま乱太郎忍術学園パズル大会の段,-,2,PZL,"￥6,980","￥7,000代",0,0,,,,,,,,
1996-06-28,コンパイル,す～ぱ～なぞぷよ通ルルーの鉄腕繁盛記,-,6,PZL,"￥9,800","￥10,000代",0,64,,,,,,,,
1996-06-28,バンダイ,空想科学世界ガリバーボーイ,-,6,RPG,"￥7,800","￥8,000代",0,64,,芦田豊雄,,芦田豊雄|神志那弘志|工藤誉寿治|井上邦彦,田中公平,広井王子|芦田豊雄,,
1996-06-28,バンプレスト,トラバース,-,10,RPG,"￥7,800","￥8,000代",0,64,,,,,,,,
1996-06-28,ケイエスエス,西陣パチンコ物語2,-,7,TBL,"￥10,800","￥11,000代",0,0,,,,,,,,
1996-06-28,日本テレネット,Parlor!Mini2(パーラーミニ2),-,4,TBL,"￥4,900","￥5,000代",0,0,,,,,,,,
1996-07-19,エニックス,スターオーシャン,-,12,RPG,"￥8,500","￥8,500代",0,64,,浅沼穣,五反田義治,則本真樹|MEIMU,桜庭統,五反田義治,山岸功典,
1996-07-19,コナミ,実況パワフルプロ野球'96開幕版,-,9,SPT,"￥7,500","￥7,500代",0,64,,,,,,,,
1996-07-19,パック・イン・ビデオ,海のぬし釣り,-,7,SPT,"￥7,800","￥8,000代",0,64,,,,,,,,
1996-07-19,バンダイ,スーファミターボ専用ゲゲゲの鬼太郎妖怪ドンジャラ,-,6,TBL,"￥3,980","￥4,000代",0,0,,,,,,,,
1996-07-19,ボトムアップ,スーパートランプコレクション2,-,2,TBL,"￥5,800","￥6,000代",0,0,,,,,,,,
1996-07-26,アスミック,レナスⅡ封印の使徒,-,10,RPG,"￥9,980","￥10,000代",0,64,,柴尾英令,楫泰行,加藤洋之|後藤啓介,田中公平,柴尾英令,岡本博|小川真司,
1996-07-26,ナグザット,スプリガン・パワード,-,4,SHT,"￥9,800","￥10,000代",0,0,,,,,,,,
1996-07-26,イマジニア,シムシティJr.,-,7,SLG,"￥8,200","￥8,000代",0,256,,,ダニエル・ブロウニング|ジョン・ルイス,オーロラ・デザイン|ジェニー・マーティン,ジョーイ・エデルマン,,クレア・カーティン,
1996-07-26,タイトー,エナジーブレイカー,-,9,SLG,"￥7,980","￥8,000代",0,64,,,わたなべおさむ,内藤泰弘,中島享生|塩生康範,角田哲信|みやさかたかし,,
1996-07-26,ハドソン,アースライトルナ・ストライク,-,9,SLG,"￥7,980","￥8,000代",0,64,,うめずひろあき,平野二郎|垣崎正司,皆川浩治|塩飽利昭|大河原邦男,黒岩東彦|川崎康宏,,堀尾孝文|永井知彦,
1996-07-26,バンダイ,スーファミターボ専用SDガンダムジェネレーション一年戦争記,-,6,SLG,"￥3,980","￥4,000代",0,64,,,,,,,,
1996-07-26,バンダイ,スーファミターボ専用SDガンダムジェネレーショングリプス戦記,-,6,SLG,"￥3,980","￥4,000代",0,64,,,,,,,,
1996-07-26,バリエ,テーブルゲーム大集合!将棋・麻雀・花札・トゥーサイド,-,4,TBL,"￥6,800","￥7,000代",0,0,,,,,,,,
1996-08-02,ハドソン,大貝獣物語Ⅱ,-,11,RPG,"￥8,200","￥8,000代",0,64,,三井啓介|澤口岳志,中川徹,宍倉典幸|田島大輔|松井淳|渡辺英嗣,六土開正,原裕朗|さわふじたけし|野中俊也,井上佳典,
1996-08-09,カルチャーブレーン,忍たま乱太郎すぺしゃる,-,2,ACT,"￥8,800","￥9,000代",0,0,,,,,,,,
1996-08-09,トミー,赤ずきんチャチャ,-,6,RPG,"￥7,800","￥8,000代",0,64,,,,渡辺はじめ,佐橋俊彦|手塚理,,,
1996-08-09,パック・イン・ビデオ,牧場物語,-,7,SLG,"￥7,800","￥8,000代",0,64,,,山楯知巳|井上浩史,和田康宏|宮越節子|高橋健|故山研二,田中剛,,和田康宏,
1996-08-09,ハドソン,スーパーパワーリーグ4,-,7,SPT,"￥7,980","￥8,000代",0,64,,,,,,,,
1996-08-23,バンダイ,スーファミターボ専用激走戦隊カーレンジャー全開!レーサー戦士,-,6,ACT,"￥3,980","￥4,000代",0,0,,,,,,,,
1996-08-23,バンダイ,スーファミターボ専用SDガンダムジェネレーションアクシズ戦記,-,6,SLG,"￥3,980","￥4,000代",0,64,,,,,,,,
1996-08-23,バンダイ,スーファミターボ専用SDガンダムジェネレーションバビロニア建国戦記,-,6,SLG,"￥3,980","￥4,000代",0,64,,,,,,,,
1996-08-24,ヘクト,古田敦也のシミュレーションプロ野球2,-,7,SPT,"￥8,000","￥8,000代",0,256,,,,,,,,
1996-08-30,アクレイムジャパン,ナンバーズパラダイス,-,2,ETC,"￥8,800","￥9,000代",0,64,,,,,,,,
1996-08-30,アスキー,大戦略エキスパートWWⅡ,-,7,SLG,"￥9,800","￥10,000代",0,1024,,,,,,,,
1996-08-30,サンソフト,必殺パチンココレクション4,-,7,TBL,"￥9,980","￥10,000代",0,64,,,,,,,,
1996-08-30,BOSSコミュニケーションズ,本家・SANKYOFEVER実機シミュレーション3,-,4,TBL,"￥7,480","￥7,500代",0,0,,,,,,,,
1996-09-13,コナミ,実況パワープロレスリング'96,-,10,SPT,"￥7,980","￥8,000代",0,64,,薬師寺健雄,下野俊典,薬師寺健雄|矢内一則,安慶名伸行,,福井博幸,
1996-09-13,T＆Eソフト,ペブルビーチの波濤Newトーナメントエディション,-,7,SPT,"￥8,000","￥8,000代",0,512,,,,,,,,
1996-09-20,データイースト,マジカルドロップ2,-,7,PZL,"￥7,800","￥8,000代",0,0,,,,,,,,
1996-09-20,アスキー,ウィザードリィ・外伝Ⅳ胎魔の鼓動,-,10,RPG,"￥8,000","￥8,000代",0,64,,,,,,,,
1996-09-27,バンダイ,スーファミターボ専用クレヨンしんちゃん長ぐつドボン,-,6,PZL,"￥3,980","￥4,000代",0,0,,,,,,,,
1996-09-27,バンダイ,スーファミターボ専用美少女戦士セーラームーンセーラースターズふわふわパニック2,-,7,PZL,"￥3,980","￥4,000代",0,0,,,,,,,,
1996-09-27,パック・イン・ビデオ,モンスタニア,-,9,RPG,"￥7,800","￥8,000代",0,64,,,,,,,,
1996-09-27,バンダイ,スーファミターボ専用SDガンダムジェネレーションコロニー格闘記,-,6,SLG,"￥3,980","￥4,000代",0,64,,,,,,,,
1996-09-27,バンダイ,スーファミターボ専用SDガンダムジェネレーションザンスカール戦記,-,6,SLG,"￥3,980","￥4,000代",0,64,,,,,,,,
1996-09-27,日本テレネット,Parlor!Mini3(パーラーミニ3),-,4,TBL,"￥4,900","￥5,000代",0,0,,,,,,,,
1996-09-27,日本物産,スーパーニチブツマージャン4基礎研究編,-,4,TBL,"￥7,500","￥7,500代",0,0,,,,,,,,
1996-10-04,光栄,ウイニングポスト2プログラム'96,-,9,ETC,"￥9,800","￥10,000代",0,256,,,,,,,,
1996-10-18,カプコン,マーヴルスーパーヒーローズウォーオブザジェム,-,7,ACT,"￥7,800","￥8,000代",0,0,,,,,大久保高嶺|北嶋克成,,,
1996-10-18,ヘクト,サラブレッドブリーダーⅢ,-,7,ETC,"￥8,200","￥8,000代",0,512,,,,,,,,
1996-10-25,アスキー,タワードリーム,-,7,TBL,"￥8,000","￥8,000代",0,64,,,,宮岡寛|折尾一則|柳澤健二|桜玉吉(キャラクターデザイン),斉藤ノブ,,塩崎剛三,
1996-10-26,任天堂,マーヴェラスもうひとつの宝島,-,9,ADV,"￥6,800","￥7,000代",0,512,,小野塚英二,副島康成,小野塚英二,尾崎裕一,,上村雅之,
1996-11-23,任天堂,スーパードンキーコング3謎のクレミス島,-,10,ACT,"￥6,800","￥7,000代",177,16,,,マーク・ウィルソン,アンドリュー・コラード|ポール・ウェイバー|マーク・スティーヴンソン,イーブリン・フィッシャー|デビッド・ワイズ,,アンドリュー・コラード,
1996-11-29,ボトムアップ,VS.コレクション,-,2,ETC,"￥6,980","￥7,000代",0,0,,,,,,,宮崎鉄平|金佐智絵|鈴木浩史|工藤江美子|桐谷太一|三浦淳(CP),
1996-11-29,タカラ,スーパー人生ゲーム3,-,7,TBL,"￥5,980","￥6,000代",0,64,,,,,,,,
1996-11-29,日本テレネット,Parlor!Mini4(パーラーミニ4),-,6,TBL,"￥5,800","￥6,000代",0,0,,,,,,,,
1996-11-29,日本物産,ニチブツコレクション1,-,7,TBL,"￥7,980","￥8,000代",0,0,,,,,,,,
