発売日,メーカー,タイトル,⭐クロスレビュー(評価),容量(bit),ジャンル,価格,価格帯,売り上げ本数,ハード,👥クリエイターズ,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,カセットカラー,ラベル,「対戦」といえば？,「ハイスコア」といえば？,「クリアできなかった」といえば？,
1991-06-28,テクノスジャパン,すごろクエストダイスの戦士たち,-,4,ETC,"￥6,500","￥6,500代",0,1,,,かしわやひでとし|まえだてるひろ|佐藤博|松本康裕|ふくはらげんえい|もりしんいち,白戸政男,中野テルヲ|かめおかよしひろ|平沢道也,,,-,-,-,-,-,
1991-06-28,サミー工業,つっぱりウォーズ,-,4,ACT,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1991-06-28,ハドソン,ボンバーマンⅡ,-,4,ACT,"￥5,800","￥6,000代",0,1,,,小坂恭洋,奥野仁|佐々木みか,竹間淳,,藤原茂樹,-,-,-,-,-,
1991-06-28,タカラ,超人狼戦記ウォーウルフ,-,4,ACT,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1991-06-28,任天堂,新4人打ちマージャン役満天国,-,5,TBL,"￥6,300","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1991-07-05,バップ,ベースボールファイター,-,5,SPT,"￥7,800","￥8,000代",0,1,,,,,,,,-,-,-,-,-,
1991-07-05,ヘクト,囲碁指南'91,-,4,TBL,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1991-07-19,タイトー,JuJu伝説,-,4,ACT,"￥6,800","￥7,000代",0,1,,,佐久間明|西澤孝|青木司,北原春樹|かきうちひろ|藤咲淳一|松原順,あおきゆうさく|北原幸憩,,,-,-,-,-,-,
1991-07-19,テクモ,キャッ党忍伝てやんでえ,-,4,ACT,"￥6,500","￥6,500代",0,1,,,,知心水(アニマロイドデザイン)|鈴木典孝(アニマロイド設定),川井憲次,関島真頼ほか,,-,-,-,-,-,
1991-07-19,パックインビデオ,ダイハード,-,4,ACT,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1991-07-19,アイジーエス,パズニック,-,2,PZL,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1991-07-19,ココナッツジャパン,パチンコ大作戦1,-,4,TBL,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1991-07-19,ナムコ,ファミリーサーキット'91,30,6,RCG,"￥7,800","￥8,000代",0,1,,,,,,,,-,-,-,-,-,
1991-07-19,カプコン,リトルマーメイド-人魚姫-,-,4,ACT,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1991-07-26,テクノスジャパン,ダウンタウンスペシャルくにおくんの時代劇だよ全員集合,-,4,ACT,"￥6,500","￥6,500代",0,1,,吉田晄浩,南波靖一郎(メインプログラマー)|大日方忠道(背景チェック担当)|松本康宏(メニュー周り担当)|森真一(ショップ周り担当),根立克行(キャラ担当)|東郷和代(背景担当),田崎寿子,,,-,-,-,-,-,
1991-07-31,Ｍ＆Ｍ,おたくの星座,-,5,RPG,"￥6,900","￥7,000代",0,1,,てんまんしげのり,あーぴーぱー,永井努|きむらひでのり|JIM BOY|江口寿史,笠井治|原田昌亮,本宮ひろ志|武田亨,武田亨,-,-,-,-,-,
1991-08-02,タイトー,SD刑事ブレイダー,-,4,ACT,"￥6,400","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1991-08-02,アイジーエス,ロボッ子ウォーズ,-,5,SHT,"￥6,900","￥7,000代",0,1,,,,,デイヴィッド・アーカンストーン,ジャクソン・バー,,-,-,-,-,-,
1991-08-03,アルトロン,スーパースプリント,-,3,RCG,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1991-08-03,バンプレスト,マイライフマイラブぼくの夢わたしの願い,-,5,ETC,"￥9,600","￥9,500代",0,1,,,,,,,,-,-,-,-,-,
1991-08-09,アイジーエス,アルマジロ,-,5,ACT,"￥6,900","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1991-08-09,アテナ,DEBLOCK(デブロック),-,2,PZL,"￥4,980","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1991-08-09,バップ,ドキ！ドキ！遊園地～クレイジーランド大作戦～,-,4,ACT,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1991-08-09,ケムコ,ドラゴンウォーズ,-,5,RPG,"￥6,800","￥7,000代",0,1,,,レベッカ・ハインマン,ポール・オコーナー|ブライアン・ファーゴ|トッド・J・キャマスタ,カート・ハイデン,,ブライアン・ファーゴ|ブルース・シュリックベルンド,-,-,-,-,-,
1991-08-09,アスク講談社,百の世界の物語,-,4,RPG,"￥6,200","￥6,000代",0,1,,高瀬俊一,MASAHIRO.A,わきあかつぐみ|鳥居雅博,浅川政夫,,ふたみひろし,-,-,-,-,-,
1991-08-10,バンダイ,ドラゴンボールZⅡ激神フリーザ！！,-,5,RPG,"￥8,200","￥8,000代",79,1,,杉本則之,しみずかずや,N.SUGIMOTO|T.EGUCHI|MUGARUTIE|SOBA,いちだたけし,杉本則之,,-,-,-,-,-,
1991-08-21,ポニーキャニオン,A列車で行こう,-,4,SLG,"￥7,800","￥8,000代",0,1,,,,,,,,-,-,-,-,-,
1991-08-27,コナミ,クライシスフォース,-,4,SHT,"￥6,000","￥6,000代",0,1,,,小川光章|山口誠,岸本方彰|片上史将,松原健一|まんのやすひこ|中馬淳,,,-,-,-,-,-,
1991-08-29,光栄,ロイヤルブラッド,-,5,SLG,"￥9,800","￥10,000代",0,1,,,,,伊藤ヨシユキ|新田真澄,,シブサワ・コウ,-,-,-,-,-,
1991-08-30,HAL研究所,メタルスレイダーグローリー,-,6,ADV,"￥8,900","￥9,000代",0,1,,☆よしみる,向井忠,☆よしみる|☆よしみる|おおのさとし,京田誠一,☆よしみる,,-,-,-,-,-,
1991-08-30,アイレム,快傑ヤンチャ丸2からくりランド,-,4,ACT,"￥5,800","￥6,000代",0,1,,,,,山崎憲司,,,-,-,-,-,-,
1991-09-13,ビスコ,ウエスタンキッズ,-,5,ACT,"￥7,800","￥8,000代",0,1,,うさみけいすけ,桑村英樹|斎藤潤,増田祐司|増田祐司|森賢一,岩田匡治,,秋山哲雄,-,-,-,-,-,
1991-09-13,アテナ,ゲームデザイナー養成ソフト絵描衛門(でざえもん),-,4,ETC,"￥9,800","￥10,000代",0,1,,,,,,,,-,-,-,-,-,
1991-09-20,エピックソニー,ドラゴンズレア,-,4,ACT,"￥5,900","￥6,000代",0,1,,,マイケル・クナウアー|ヴィンス・リー,リック・ダイアー|ビクター・ペンマン|マーティ・フォールガー|ダーリーン・ウォディントン|ドン・ブルース,クリストファー・ストーン,,,-,-,-,-,-,
1991-09-20,サンソフト,へべれけ,-,4,ACT,"￥6,200","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1991-09-20,任天堂,マリオオープンゴルフ,31,5,SPT,"￥5,825","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1991-09-27,ビクター音楽産業,イースⅢワンダラーズフロムイース,-,5,RPG,"￥7,500","￥7,500代",0,1,,,,,,,,-,-,-,-,-,
1991-09-27,アイレム,スパルタンX2,-,4,ACT,"￥5,500","￥5,500代",0,1,,,,西山隆志[注 1],,,津村建二,-,-,-,-,-,
1991-09-27,サンソフト,バトルフォーミュラ,-,4,ACT,"￥6,200","￥6,000代",0,1,,CHO MUSOU,北川正昭|野村雅仁|Y.AZUMA,塚田雅士|さとうひろゆき,小高直樹|原伸幸|瀬谷辰宇,,,-,-,-,-,-,
1991-09-27,バリエ,中嶋悟監修F-1ヒーロー2,-,4,RCG,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1991-10-04,ナムコ,ちびまる子ちゃんうきうきショッピング,-,4,ETC,"￥5,800","￥6,000代",0,1,,シリーズ監督:|石崎すすむ(第1期第1話 - 第34話)|棚橋一徳(第1期第35話-第116話),,重国勇二(第1期第1話 - 第113話)|河内日出夫(第1期第114話 - 第142話)|船越英之(第2期)|中原久文(第2期第1話 - 第132話[注 3]),中村暢之|川原伸司(第2期第1話 - 74話),富永淳一|田嶋久子|髙橋幹子|石山優子|熊谷那美|平岡秀章|鈴谷梨乃|松島恵利子|加賀未恵|田中孝晃,,-,-,-,-,-,
1991-10-05,ユタカ,からくり剣豪伝ムサシロード～からくり人疾走る～,-,4,RPG,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1991-10-12,バンダイ,SDガンダム外伝ナイトガンダム物語2光の騎士,-,5,RPG,"￥8,200","￥8,000代",0,1,,荻野目洋,,伴内弁太|島田晋作|高橋雅行,,,鈴木敏弘,-,-,-,-,-,
1991-10-25,ナツメ,カオスワールド,-,5,RPG,"￥7,000","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1991-10-25,シグマ商事,たいむゾーン,-,4,ACT,"￥6,200","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1991-10-26,エンジェル,特救指令ソルブレイン,-,4,ACT,"￥6,000","￥6,000代",0,1,,,,,瑞木薫,杉村升 他,宇都宮恭三 梶淳(テレビ朝日) 堀長文(東映),-,-,-,-,-,
1991-10-30,ヘクト,グレートディール,-,4,PZL,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1991-11-01,トミー,モノポリー,-,5,TBL,"￥6,800","￥7,000代",0,1,,,,チャールズ・B・ダロウ (en) ,,,,-,-,-,-,-,
1991-11-15,ビクター音楽産業,スターウォーズ(ビクター製),-,4,ACT,"￥6,700","￥6,500代",0,1,,,アンドリュー・カーター,アキーラ・レドマー|ジョン・ノレス|ギャリー・ウィニック|リック・スタンド|ジョン・バーキー,マーシャル・パーカー,,アキーラ・レドマー|ハワード・フィリップス,-,-,-,-,-,
1991-11-15,テクモ,ラディア戦記黎明篇,-,5,RPG,"￥6,900","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1991-11-15,タカラ,少年アシベネパール大冒険の巻,-,4,ADV,"￥6,980","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1991-11-15,アイレム,大工の源さん,-,4,ACT,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1991-11-15,ソフエル,地底戦空バゾルダー,-,4,SHT,"￥6,300","￥6,500代",0,1,,,水谷英治|永倉正明,倉本奈緒|有賀正祐|吉川昇一,安藤童太,倉本奈緒,石川佳幸,-,-,-,-,-,
1991-11-22,ココナッツジャパン,パチ夫くん4,-,6,TBL,"￥8,800","￥9,000代",0,1,,,,,,,,-,-,-,-,-,
1991-11-22,キャラクターソフト,みんなのたあ坊のなかよし大作戦,-,2,PZL,"￥3,980","￥4,000代",0,1,,,,,,,,-,-,-,-,-,
1991-11-22,ジャレコ,燃えプロ！最強編,-,5,SPT,"￥6,700","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1991-11-29,トミー,アメリカ横断ウルトラクイズ史上最大の戦い,-,6,TBL,"￥7,800","￥8,000代",0,1,,,,,,,,-,-,-,-,-,
1991-11-29,アイマックス,ファミコン囲碁入門,-,4,TBL,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1991-11-29,コナミ,ランパート,-,4,SLG,"￥5,800","￥6,000代",0,1,,,ジョン・サルウィッツ,ジョン・サルウィッツ|デヴィッド・ラルストン,ブラッド・フラー|ドン・ディークナイテ,,リンダ・ベンツァー,-,-,-,-,-,
1991-12-06,東亜プラン,スノーブラザーズ,-,4,ACT,"￥6,500","￥6,500代",0,1,,,,,太田理,,,-,-,-,-,-,
1991-12-06,カプコン,ロックマン4新たなる野望！？,-,6,ACT,"￥7,800","￥8,000代",0,1,,,,,,,,-,-,-,-,-,
1991-12-06,ナムコ,平成天才バカボン,-,4,ACT,"￥5,800","￥6,000代",0,1,,,,岸義之,本間勇輔,赤塚不二夫,,-,-,-,-,-,
1991-12-13,ヨネザワ,ギミアぶれいく史上最強のクイズ王決定戦,-,4,TBL,"￥9,800","￥10,000代",0,1,,,,,,,,-,-,-,-,-,
1991-12-13,ジャレコ,つるピカハゲ丸めざせ！つるセコの証,-,4,ACT,"￥6,300","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1991-12-13,コナミ,ティーンエージミュータントニンジャタートルズ2ザ・マンハッタンプロジェクト,-,5,ACT,"￥6,900","￥7,000代",0,1,,,,,坂倉優一|冨田朋也|中村康三,,,-,-,-,-,-,
1991-12-13,テクモ,テクモスーパーボウル,-,5,SPT,"￥7,980","￥8,000代",0,1,,,,,,,,-,-,-,-,-,
1991-12-13,BPS,テトリス2+ボンブリス,30,4,PZL,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1991-12-14,任天堂,ヨッシーのたまご,-,4,PZL,"￥4,757","￥5,000代",0,1,,田尻智,新改裕二|郡山昭仁,丸山傑規|杉森建,増田順一,,宮本茂,-,-,-,16位,-,
1991-12-20,アスミック,アスミッくんランド,-,4,ACT,"￥6,300","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1991-12-20,アルトロン,アンタッチャブル,-,4,ETC,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1991-12-20,サンソフト,ダイナマイトバットマン,-,4,ACT,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1991-12-20,コナミ,タイニートゥーンアドベンチャーズ,-,4,ACT,"￥4,900","￥5,000代",0,1,,,,,ブルース・ブロートン,ポール・ディニ,,-,-,-,-,-,
1991-12-20,アイレム,パーマンPART2秘密結社マドー団をたおせ！,-,5,ACT,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1991-12-20,日本コンピュータシステム,バトルトード,30,5,ACT,"￥6,500","￥6,500代",0,1,,,クリス・スタンパー|マーク・ベターリッジ,ティム・スタンパー(英語版)|クリス・スタンパー(英語版)|ケヴィン・ベイリス,デビッド・ワイズ,,ジョエル・ホッホバーグ,-,-,-,-,-,
1991-12-20,タカラ,バナナン王子の大冒険,-,4,ACT,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1991-12-20,ナムコ,ファミスタ'92,-,4,SPT,"￥5,000","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1991-12-20,アスキー,ベスト競馬ダービースタリオン,32,4,SLG,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1991-12-20,ソフエル,モンスターメーカー7つの秘宝,-,5,RPG,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1991-12-20,ココナッツジャパン,東京パチスロアドベンチャー,-,4,TBL,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1991-12-20,タイトー,爆笑！！人生劇場3,-,5,TBL,"￥6,400","￥6,500代",0,1,,,みずのまさる,なかたしんじ|くろさわきょうこ|なりたたけし,神尾憲一,,,-,-,-,-,-,
1991-12-21,ユタカ,SDガンダムガチャポン戦士4ニュータイプストーリー,-,5,SLG,"￥8,500","￥8,500代",0,1,,,,,,,,-,-,-,-,-,
1991-12-21,光栄,信長の野望武将風雲録,-,6,SLG,"￥11,800","￥12,000代",0,1,,,,,菅野よう子,,シブサワ・コウ,-,-,-,-,-,
1991-12-21,エンジェル,鳥人戦隊ジェットマン,-,4,ACT,"￥6,000","￥6,000代",0,1,,,,,KAZZ TOYAMA(外山和彦),井上敏樹 他,宇都宮恭三 梶淳(テレビ朝日) 鈴木武幸(東映),-,-,-,-,-,
1991-12-25,アトラス,チキチキマシン猛レース,-,4,ACT,"￥6,800","￥7,000代",0,1,,,,,Hoyt Curtin,Larz Bourne Dalton Sandifer Tom Dagenais Michael Maltese,ウィリアム・ハンナ ジョセフ・バーベラ,-,-,-,-,-,
1991-12-26,ヨネザワ,バトルストーム,-,4,SLG,"￥5,800","￥6,000代",0,1,,,,,,けいじま潤,,-,-,-,-,-,
1991-12-27,ホットビィ,ザ・ブルーマリーン,-,4,ETC,"￥6,300","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1991-12-27,エピックソニー,ハドソンホーク,-,4,ACT,"￥5,900","￥6,000代",0,1,,,,,マイケル・ケイメン|ロバート・クラフト,スティーヴン・E・デ・スーザ|ダニエル・ウォーターズ,,-,-,-,-,-,
1991-12-29,ユタカ,ウルトラマン倶楽部3またまた出撃！！ウルトラ兄弟,-,5,RPG,"￥7,800","￥8,000代",0,1,,,,,,,,-,-,-,-,-,
1991-12-29,バンダイ,ファミコンジャンプⅡ最強の7人,-,6,RPG,"￥8,500","￥8,500代",0,1,,中村光一,斉藤昌快|おきたかひろ,秋本治|荒木飛呂彦|江川達也|徳弘正也|鳥山明|宮下あきら|森田まさのり,門倉聡,折尾一則|石川文則,橋本真司,-,-,-,-,-,
1991-12-29,バンプレスト,第2次スーパーロボット大戦,31,5,RPG,"￥8,200","￥8,000代",0,1,,,庄真宏,阪田雅彦|知見浩之|阪田雅彦,田中伸一,,じっぱ ひとからげ,-,-,-,-,-,
1992-01-03,コナミ,がんばれゴエモン外伝2天下の財宝,-,5,RPG,"￥6,980","￥7,000代",0,1,,,山根秀直|丸山修|みやおかけんじ,神戸良治|丸尾純子|矢内一則,坂倉雄一|森本ゆきえ,汾陽桂太,,-,-,-,-,-,
1992-01-07,ジャレコ,ピザポップ,-,4,ACT,"￥6,300","￥6,500代",0,1,,,岩永研一,KAMEKICHI|萱島啓子|KING JOE,小酒井順哉,,,-,-,-,-,-,
1992-01-11,アイレム,太陽の勇者ファイバード,-,4,SHT,"￥6,800","￥7,000代",0,1,,,,植田均|大河原邦男,渡辺俊幸,矢立肇,,-,-,-,-,-,
1992-01-24,テクモ,ソロモンの鍵2クールミン島救出作戦,-,4,PZL,"￥6,200","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1992-01-24,ヘクト,ビジネスウォーズ最強の企業戦略M＆A,-,5,SLG,"￥9,700","￥9,500代",0,1,,,,,,,,-,-,-,-,-,
1992-01-25,ポニーキャニオン,バーズテイルⅡTHEDISTINYKNIGHT,-,5,RPG,"￥7,000","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1992-01-30,ヘクト,将棋名鑑'92,-,5,TBL,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1992-01-31,サンソフト,ギミック,-,5,ACT,"￥6,200","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1992-01-31,タイトー,ドンドコドン2,-,4,ACT,"￥5,900","￥6,000代",0,1,,,石田一朋|木下昌也,河上聖治|石川幸生|阿部幸雄|いしのみのり|沼田和博|五十嵐恒三|しのだてつや|V.A.P,高木正彦|山田靖子,,河上聖治|松本俊明|酒匂弘幸,-,-,-,-,-,
1992-01-31,コナミ,バッキーオヘア,-,4,ACT,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1992-02-07,日本物産,F-1サーカス,-,5,RCG,"￥6,600","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1992-02-07,テクノスジャパン,いけいけ熱血ホッケー部「すべってころんで大乱闘」,-,4,SPT,"￥6,200","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1992-02-14,アイマックス,ネイビーブルー,-,4,ETC,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1992-02-21,ポニーキャニオン,AdvancedDungeon＆Dragonsドラゴンオブフレイム,-,4,RPG,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1992-02-28,サミー工業,パズロット,-,4,PZL,"￥5,600","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1992-03-06,サミー工業,マジックキャンドル,-,5,RPG,"￥7,800","￥8,000代",0,1,,,,,,,,-,-,-,-,-,
1992-03-06,タカラ,伝染るんです。かわうそハワイへ行く,-,4,ACT,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1992-03-10,ヘクト,囲碁指南'92,-,4,TBL,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1992-03-13,ナムコ,ナムコクラシックⅡ,-,5,SPT,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1992-03-14,任天堂,ファイアーエムブレム外伝,-,5,SLG,"￥6,600","￥6,500代",0,1,,加賀昭三,いまにしまさゆき|たじまつねやす|吉田康二|ふくらけい|しみずまさひろ,加賀昭三|町田敏|村松敏孝|大西直孝,辻横由佳,,横井軍平,-,-,-,-,-,
1992-03-19,タイトー,究極ハリキリ甲子園,-,4,SPT,"￥6,900","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1992-03-20,ハドソン,SUPER桃太郎電鉄,-,5,ETC,"￥5,800","￥6,000代",0,1,,さくまあきら,飛田雅宏,土居孝幸,関口和之,,すずきとよじ,-,-,-,-,-,
1992-03-20,エンジェル,それいけ！アンパンマンみんなでハイキングゲーム！,-,4,ETC,"￥6,000","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1992-03-27,エピックソニー,HOOK,-,4,ACT,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1992-03-27,ホットビィ,WWFレッスルマニアチャレンジ,-,4,ACT,"￥5,300","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1992-03-27,キャラクターソフト,ハローキティワールド,-,4,ACT,"￥4,800","￥5,000代",0,1,,坂本賀勇,小野寺正|鈴木英夫|安間基夫,杉野憲一,田中宏和,,横井軍平,-,-,-,-,-,
1992-03-27,ジャレコ,プラズマボール,-,4,ACT,"￥6,300","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1992-03-28,サンソフト,炎の闘球児ドッジ弾平,-,4,SPT,"￥6,500","￥6,500代",0,1,,,,はしもとかつみ|郷敏治,勝又隆一,こしたてつひろ,,-,-,-,-,-,
1992-04-17,タカラ,ひらけ！ポンキッキ,-,2,ACT,"￥4,980","￥5,000代",0,1,,,,,,,五社英雄|太地恒夫|野田宏一郎|大島正|藤田洋一|ほか,-,-,-,-,-,
1992-04-17,ココナッツジャパン,舛添要一朝までファミコン,-,6,ADV,"￥7,980","￥8,000代",0,1,,,,,,,舛添要一,-,-,-,-,-,
1992-04-24,科研,エキサイティングラリー,-,4,RCG,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1992-04-24,タイトー,わんぱくコックンのグルメワールド,-,4,ACT,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1992-04-24,アイレム,重力装甲メタルストーム,-,4,ACT,"￥6,500","￥6,500代",0,1,,みやたけんご,やましたひかる,沼山定光|転清,わたなべとおる,,ふたみひろし,-,-,-,-,-,
1992-04-25,ユタカ,ひょっこりひょうたん島なぞのかいぞくせん,-,4,ADV,"￥6,000","￥6,000代",0,1,,須藤典彦[注 1],,松原徳弘|亀田祥倫,やまだ豊,青山剛昌,,-,-,-,-,-,
1992-05-20,日本物産,麻雀大戦,-,5,TBL,"￥6,600","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1992-05-29,ヘクト,クイズプロジェクトQ,-,5,TBL,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1992-06-05,カプコン,CAPCOMバルセロナ'92,-,4,SPT,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1992-06-10,ナムコ,三国志Ⅱ覇王の大陸,-,5,SLG,"￥6,900","￥7,000代",0,1,,,,,天岸真志,,,-,-,-,-,-,
1992-06-19,バンダイ,まじかる☆タルるートくん2まほうだいぼうけん,-,4,ACT,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1992-06-26,コナミ,エスパードリーム2新たなる戦い,30,5,RPG,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1992-06-26,パックインビデオ,ターミネーター2,-,4,ACT,"￥6,500","￥6,500代",0,1,,,,,ブラッド・フィーデル,ジェームズ・キャメロン|ウィリアム・ウィッシャー,,-,-,-,-,-,
1992-06-26,テクノスジャパン,びっくり熱血新記録はるかなる金メダル,-,4,SPT,"￥6,500","￥6,500代",0,1,,,高橋充|さかがみたかゆき,白戸政男|坪谷衛,澤和雄|平沢道也,,,-,-,-,-,-,
1992-06-26,アイジーエス,陰謀の惑星シャンカラ,-,4,SLG,"￥9,700","￥9,500代",0,1,,,,,,,,-,-,-,-,-,
1992-06-26,タイトー,聖鈴伝説リックル,-,5,ACT,"￥6,800","￥7,000代",0,1,,吉本伸一,知花司|David BoØwy,中村幽子,横山喜次|鞠川雪映,吉本伸一|David BoØwy,吉本伸一|転清,-,-,-,-,-,
1992-07-03,ジーオーワン,THEGOLF'92(ザゴルフ92),-,4,SPT,"￥6,900","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1992-07-10,ココナッツジャパン,パチンコ大作戦2,-,4,TBL,"￥6,900","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1992-07-17,ナグザット,SummerCarnical'92烈火(サマーカーニバル),-,4,SHT,"￥4,980","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
